Engine rpm;Lub oil pressure;Fuel pressure;Coolant pressure;lub oil temp;Coolant temp;Engine Condition
819;2.236.185.521;5.319.642.359;1.659.662.545;7.782.253.065;8.518.661.543;1
877;3.074.550.616;8.294.996.465;2.119.093.955;7.751.412.103;7.627.615.053;1
1156;2.650.848.533;1.098.729.975;2.807.268.928;7.840.856.221;807.635.035;1
1439;239.719.207;861.692.449;1.724.505.559;7.598.529.558;7.987.839.714;1
1008;3.241.596.376;9.666.081.823;0.988809674;7.554.527.978;781.728.793;1
1152;2.447.614.705;4.511.131.831;1.655.399.485;7.818.995.497;7.325.306.703;0
686;3.016.735.007;1.130.476.977;2.608.783.549;7.682.754.023;835.661.968;1
530;290.908.391;7.962.756.635;2.485.738.234;7.614.365.838;8.437.819.544;1
793;4.146.524.739;4.743.269.041;2.224.889.701;7.545.768.416;7.231.231.475;1
945;2.929.119.787;6.943.433.977;2.763.122.387;8.325.366.429;8.638.593.767;1
822;4.985.630.717;7.080.001.282;1.110.304.514;755.447.453;7.030.809.619;1
663;3.006.375.112;3.816.959.749;2.308.571.347;7.681.336.321;7.297.287.307;1
509;3.231.693.389;7.360.826.792;0.958961088;8.035.880.855;7.857.048.081;1
577;2.294.652.217;7.510.699.845;2.923.637.209;8.372.549.063;7.844.713.388;1
891;4.219.918.809;5.245.979.537;3.249.924.862;7.829.343.615;7.701.749.428;1
843;2.868.510.627;5.466.811.049;2.745.867.173;7.701.436.692;7.611.028.532;1
927;5.049.482.223;1.148.385.362;170.063.814;7.397.007.176;7.879.306.671;1
672;4.856.662.044;4.163.658.342;2.311.244.795;7.601.928.875;788.896.515;0
556;2.293.726.588;1.010.227.882;3.229.201.971;7.682.890.707;9.249.571.981;0
437;2.026.626.443;6.015.361.278;2.666.448.844;7.587.406.978;8.059.819.278;1
773;2.529.274.931;1.058.176.888;2.706.364.931;7.375.472.096;7.938.506.885;1
693;2.993.050.978;7.038.203.523;0.957194864;8.392.071.832;6.875.971.695;1
407;4.560.478.032;5.789.650.236;2.633.608.539;7.779.288.411;8.905.140.076;1
490;4.219.387.739;14.001.614;137.519.183;748.012.517;7.826.021.159;1
438;4.617.101.741;7.002.154.241;2.817.963.718;7.703.562.129;7.114.801.655;1
725;2.050.508.969;7.601.395.424;260.187.392;7.891.890.461;7.734.995.764;0
753;2.227.771.555;4.457.696.858;1.936.766.403;7.653.620.243;7.153.321.136;0
1271;1.802.890.128;852.872.724;5.398.319.866;7.675.508.494;7.466.205.599;0
1137;2.004.900.659;1.037.875.517;2.693.401.324;7.615.358.977;9.217.769.185;0
718;4.028.603.554;2.046.918.134;3.017.713.224;8.003.882.512;9.084.990.495;1
938;4.594.748.148;4.882.631.914;1.246.958.957;8.214.312.114;8.335.840.666;0
854;4.471.925.884;4.761.572.125;1.499.975.184;7.694.170.058;7.983.925.092;1
718;2.357.570.862;5.758.734.372;30.002.812;7.980.941.183;8.180.493.886;0
1012;3.198.034.348;2.169.527.972;3.043.821.554;7.599.711.944;7.963.987.179;0
412;3.857.309.129;8.340.090.555;2.841.367.147;7.353.686.828;8.758.877.404;1
795;2.756.224.641;4.218.479.637;1.437.309.873;7.550.476.212;6.806.789.842;0
450;3.402.871.083;8.446.045.264;2.792.127.361;7.706.702.664;736.736.416;1
758;378.132.162;5.982.021.308;2.201.530.635;7.765.344.894;7.349.623.441;1
1260;3.561.749.321;4.144.269.004;2.317.797.464;8.715.366.464;8.848.608.026;0
749;2.417.844.535;1.154.094.042;2.525.898.524;7.540.161.141;8.087.020.151;1
586;2.221.342.259;589.114.547;2.049.345.708;7.508.281.321;776.614.978;0
416;3.549.662.429;472.822.215;1.935.778.254;7.734.657.561;7.447.554.112;1
1196;2.890.195.351;5.231.909.334;1.992.618.501;8.065.932.274;8.413.869.817;0
705;3.279.708.971;6.040.682.142;1.629.061.806;8.507.368.002;7.933.406.466;1
1439;1.697.600.297;5.528.137.131;2.708.539.539;8.543.237.145;8.810.363.482;0
705;2.929.417.899;4.753.152.908;1.616.130.168;7.595.623.867;8.062.987.074;1
778;4.575.375.319;6.627.605.218;3.344.559.647;802.604.803;8.129.084.131;0
697;3.675.026.052;6.145.427.843;1.353.738.103;7.802.056.868;6.740.577.298;1
989;2.533.155.191;3.896.366.317;1.082.072.764;8.865.971.036;6.943.383.746;1
471;2.127.856.105;3.653.409.014;1.875.319.693;7.492.817.344;8.001.120.838;1
805;3.809.108.839;8.234.962.849;1.969.160.405;7.687.750.967;8.630.985.392;0
993;3.073.853.469;3.766.198.717;142.637.402;845.507.805;7.209.305.165;1
729;5.607.484.246;5.565.780.738;2.003.281.924;7.643.768.653;8.310.959.215;1
1017;246.188.939;662.120.919;2.302.351.906;7.391.242.364;8.085.051.413;1
997;2.259.169.327;6.985.785.839;12.043.287;7.995.571.866;7.204.409.117;0
423;24.343.859;4.417.115.428;1.208.349.625;7.896.838.806;8.221.695.928;0
730;364.043.812;6.791.632.822;1.619.561.984;7.702.675.182;7.699.969.008;0
850;2.808.604.942;4.991.977.938;3.002.639.731;772.382.159;7.668.255.973;0
655;4.224.360.994;4.890.019.982;1.358.188.683;7.648.856.305;8.618.930.572;1
1193;2.169.067.832;5.622.737.705;2.922.861.297;775.542.675;7.953.482.306;1
534;2.743.209.405;8.270.962.425;2.476.200.513;7.374.011.684;716.371.349;1
822;2.833.393.096;8.839.277.032;2.862.274.042;7.821.652.394;7.793.122.204;0
1229;1.758.077.512;5.268.189.733;2.939.891.957;767.407.462;7.782.706.662;0
664;439.441.753;5.282.015.573;19.636.319;7.565.215.291;8.796.388.768;1
1489;2.684.552.026;3.254.365.886;3.043.262.021;7.695.120.298;7.426.001.995;0
958;2.381.595.562;1.875.335.083;3.115.884.088;7.478.510.784;7.929.408.063;1
1164;2.740.217.401;5.702.687.732;2.227.922.849;7.769.182.819;8.992.085.821;0
496;2.991.461.846;5.766.848.522;239.913.367;7.676.779.362;8.112.979.716;1
462;4.766.444.039;5.525.606.032;1.177.687.814;7.783.629.549;7.845.007.331;1
691;3.666.250.941;6.224.704.369;3.759.004.583;843.544.518;7.908.447.508;0
1234;2.487.886.904;5.345.600.485;3.909.049.321;8.457.148.526;7.458.663.572;0
984;2.485.725.522;3.066.424.544;2.676.181.288;7.543.894.976;8.653.411.917;0
521;3.937.582.513;6.008.643.896;2.684.035.548;8.548.765.309;7.178.779.363;1
650;3.756.576.441;364.838.783;3.289.407.864;8.708.863.641;880.156.093;0
650;5.093.517.922;5.309.079.949;1.404.879.463;7.806.474.272;8.138.178.479;1
730;5.867.369.041;1.545.932.032;3.756.909.132;7.416.248.409;6.679.615.132;1
457;4.163.300.345;5.228.001.739;1.935.741.089;7.770.099.466;7.125.460.192;0
473;3.920.051.115;4.227.916.956;2.355.379.697;7.494.973.113;7.680.637.321;1
697;2.566.766.874;6.003.071.704;1.527.054.959;7.677.797.907;7.559.787.709;0
928;2.599.631.187;5.067.927.014;1.582.233.746;8.106.533.801;7.627.184.975;1
686;3.875.215.372;7.677.669.403;2.197.235.355;7.515.621.787;6.829.514.589;1
784;4.970.889.053;5.037.639.604;3.298.836.101;7.572.821.681;7.253.017.512;1
523;0.713928563;40.753.788;2.995.899.554;8.259.952.744;7.825.136.314;0
851;5.042.649.554;1.002.958.138;2.007.579.117;8.178.482.561;8.917.808.003;0
617;3.477.119.429;2.440.380.533;2.864.491.082;7.766.221.406;7.361.675.904;1
749;3.602.570.408;644.458.026;2.377.619.796;7.965.264.375;7.456.745.389;0
906;5.262.483.905;46.438.492;1.644.825.041;7.644.885.952;7.565.772.307;0
900;0.954732144;7.798.803.543;3.310.321.373;7.823.934.347;7.252.950.742;1
806;3.698.470.405;6.410.405.222;0.564920554;7.765.237.407;8.447.436.299;0
1400;5.026.597.672;6.052.394.459;1.394.964.787;7.460.932.884;835.292.656;1
828;3.974.890.143;567.350.535;1.332.411.858;7.618.559.997;8.133.494.076;1
903;2.496.713.731;7.915.843.427;2.936.622.127;7.695.838.141;8.435.802.805;1
541;1.926.111.674;6.886.683.341;1.540.852.815;7.361.163.063;7.942.980.906;1
471;2.622.963.109;5.963.053.136;2.459.930.695;760.228.583;6.801.259.365;1
421;4.792.906.068;6.049.350.392;223.829.835;7.637.427.264;8.097.397.202;0
883;1.190.748.756;4.536.155.906;3.360.810.089;7.666.133.377;7.090.868.649;1
1109;3.291.265.076;0.171634006;1.945.752.119;7.724.040.486;8.338.822.374;1
498;1.889.264.569;1.208.634.505;3.245.451.976;7.548.327.291;91.180.562;1
360;37.901.452;6.808.198.866;2.118.531.015;7.666.072.412;769.022.978;1
526;2.616.772.334;6.075.384.154;3.066.717.555;778.206.168;8.482.992.755;0
556;4.554.597.275;7.881.398.013;4.240.377.978;7.996.703.732;7.397.145.166;0
845;2.920.092.249;2.416.390.736;57.469.364;7.454.857.389;7.978.153.843;0
413;1.682.247.826;8.230.359.577;2.488.905.338;73.678.715;8.050.661.891;1
700;183.923.823;133.971.667;3.186.606.599;7.559.170.943;7.954.789.039;1
882;2.736.905.169;7.433.066.275;3.522.346.965;7.623.788.056;7.590.531.916;1
1085;3.923.719.373;7.709.005.919;2.540.565.066;8.481.253.708;7.612.817.074;1
887;342.728.764;1.224.693.676;1.743.318.729;7.594.861.864;8.069.496.421;1
1110;2.275.826.937;7.962.355.835;1.250.753.388;8.417.914.288;8.215.582.138;0
458;4.303.228.937;5.800.936.396;2.420.296.882;8.130.244.604;6.698.689.178;1
731;3.736.667.724;5.555.610.745;2.190.858.594;8.596.801.546;7.457.231.998;0
746;6.061.592.585;9.387.486.578;2.636.209.747;7.804.763.218;7.773.102.686;1
987;3.075.205.518;5.750.434.436;1.686.368.071;761.714.246;7.519.379.502;1
563;5.200.939.969;1.422.580.046;121.716.921;7.840.055.499;8.501.643.849;1
728;2.085.241.603;7.460.108.391;3.621.526.031;8.144.287.673;6.766.479.855;1
891;2.481.636.176;1.846.970.622;2.856.879.338;8.022.517.613;7.934.840.012;0
827;2.704.743.171;6.362.209.646;1.619.566.912;8.129.058.549;6.588.409.338;1
903;5.368.183.703;7.569.048.963;2.240.732.023;778.438.587;913.655.434;0
683;4.782.702.443;6.186.911.575;1.948.501.446;7.703.206.459;8.379.404.716;1
905;2.102.688.441;4.803.041.305;1.430.121.722;7.471.631.748;7.419.649.572;1
660;2.758.412.536;6.428.925.087;2.428.280.734;7.600.207.883;7.304.131.136;1
607;3.288.479.561;6.895.778.834;227.666.042;7.755.374.389;764.910.848;1
609;3.328.272.534;885.076.047;1.803.115.436;765.716.757;9.360.268.601;1
507;3.370.301.017;562.203.025;1.996.191.125;7.474.039.016;8.773.757.723;1
576;5.495.972.304;1.311.465.835;1.251.057.534;7.809.138.962;7.193.467.395;1
1076;2.703.888.114;1.193.303.785;1.312.618.016;7.664.469.799;8.284.182.248;0
658;3.876.694.241;8.564.077.979;3.246.088.797;7.625.792.317;7.700.626.048;1
632;2.399.930.656;1.678.691.855;3.121.144.495;8.063.231.536;8.462.113.502;1
941;2.721.605.794;6.626.118.108;109.904.046;7.502.636.107;6.931.440.192;1
1652;3.276.245.008;8.090.186.544;227.821.856;766.395.449;8.976.042.579;1
1074;0.139909954;3.647.007.552;1.820.412.063;7.704.037.032;6.685.115.759;0
1400;3.416.604.683;7.578.565.476;3.311.040.965;7.687.951.809;7.218.236.992;1
403;1.963.640.474;5.337.192.015;2.789.110.699;8.942.035.322;8.597.668.372;0
1331;2.310.082.322;6.926.832.174;1.465.488.271;7.708.798.849;8.325.931.245;0
1003;3.804.176.565;1.027.910.909;6.858.944.313;7.550.758.014;8.511.192.375;1
581;3.609.292.425;2.676.624.164;2.428.149.149;7.650.239.987;8.351.458.907;1
598;3.593.553.872;6.924.250.186;3.233.435.695;7.531.521.669;7.793.574.964;1
1060;2.490.621.416;1.222.881.869;2.978.760.813;7.405.515.553;6.450.662.162;1
510;26.584.011;5.995.798.866;503.431.011;7.535.125.346;7.395.176.064;1
1062;3.175.405.936;5.861.243.929;2.188.356.705;7.707.187.406;8.365.124.879;0
531;3.896.884.613;476.512.936;3.473.059.539;7.446.113.964;8.446.240.776;1
1157;2.040.238.385;1.722.221.201;2.243.502.336;7.681.868.992;80.046.387;1
959;1.372.415.793;8.884.082.578;2.820.706.825;7.729.882.433;7.178.439.789;1
913;3.386.290.218;1.028.109.395;1.203.138.622;7.682.594.104;7.779.106.123;1
651;5.234.179.937;4.175.674.671;2.691.245.655;7.711.258.931;7.810.712.522;1
462;4.370.345.053;1.700.675.743;4.743.697.852;7.743.783.563;7.574.848.588;1
428;3.840.086.739;5.791.012.949;2.236.527.681;7.426.889.794;7.248.321.158;1
660;353.548.929;1.128.297.629;1.885.723.177;7.529.851.955;8.542.810.234;0
652;3.019.891.287;8.785.625.614;129.196.261;7.726.950.538;7.472.121.435;1
800;5.195.105.459;5.648.752.947;3.094.943.455;7.741.119.612;8.646.379.112;1
565;4.072.192.369;4.890.318.414;3.949.176.981;7.659.927.569;8.467.618.786;1
1475;2.184.002.234;6.558.548.706;12.654.424;8.493.348.004;8.808.860.929;0
737;2.479.039.404;485.797.948;1.766.468.569;7.685.511.604;6.926.080.512;1
869;2.436.524.961;5.091.019.206;3.255.829.446;7.438.083.656;8.745.201.641;0
712;4.445.541.112;6.959.512.894;230.372.083;779.805.888;728.025.076;1
629;2.247.492.875;5.432.745.476;2.109.508.994;7.505.124.545;893.397.592;1
624;5.652.696.268;8.617.896.731;115.323.296;7.389.985.785;7.619.171.882;1
782;2.420.554.407;6.863.727.458;4.337.481.924;8.205.956.951;7.904.791.692;0
811;5.268.747.578;1.483.469.088;0.419657758;7.671.849.724;8.166.416.576;1
596;2.466.692.289;597.754.877;0.939336848;8.199.077.992;8.133.380.496;1
838;482.916.924;7.272.318.551;2.220.752.556;7.463.096.767;6.884.586.505;0
394;3.870.637.575;5.188.749.592;1.718.045.727;7.543.746.546;8.187.623.508;1
1231;2.712.002.471;8.047.578.618;2.848.245.981;7.666.240.888;6.871.804.115;1
1963;4.581.849.462;6.176.107.658;2.020.604.041;7.687.238.614;8.068.865.022;0
854;1.775.893.166;1.029.403.222;2.339.379.086;8.727.563.592;8.381.326.238;1
808;2.426.884.779;4.154.170.443;2.767.328.343;7.615.826.417;8.241.966.226;0
503;4.468.944.624;7.795.953.112;2.120.751.543;7.693.811.262;6.754.351.926;1
1160;4.556.405.598;6.081.139.842;1.927.872.464;7.847.774.772;8.994.778.959;1
718;2.191.966.788;6.995.041.887;5.062.812.806;7.676.250.123;7.589.905.203;1
854;4.791.303.099;7.658.102.663;1.765.442.852;7.782.892.675;7.998.793.239;1
625;2.455.428.185;1.689.824.473;3.438.217.729;7.725.901.248;799.861.331;0
548;427.556.187;6.032.313.384;3.012.360.706;8.255.293.404;8.173.331.692;1
437;2.550.230.406;9.380.275.218;1.774.992.561;7.510.525.683;7.600.069.697;1
892;4.817.162.502;3.909.599.743;3.092.969.065;7.547.286.746;785.330.332;1
568;2.338.067.804;4.348.166.463;1.295.767.987;7.929.459.089;7.794.300.809;1
441;2.247.834.651;9.688.569.254;1.639.949.135;7.655.426.308;8.688.807.059;1
1453;3.492.544.792;1.067.123.593;2.010.299.388;7.770.807.573;8.647.799.913;0
585;2.424.853.716;7.695.715.734;1.147.771.153;7.751.498.856;8.263.052.158;0
687;2.279.176.027;3.493.126.301;176.802.234;8.551.439.461;783.656.153;0
978;4.212.158.601;5.694.477.863;246.392.891;7.614.299.004;7.225.691.011;1
525;2.922.036.246;6.393.738.723;297.928.432;7.758.351.746;928.647.669;1
632;376.566.351;4.251.041.503;1.815.669.074;7.631.239.635;7.767.179.177;1
463;2.147.085.536;8.838.759.873;2.537.122.951;7.449.738.754;8.326.936.584;1
549;306.446.949;168.680.402;239.042.984;7.808.746.883;7.900.758.194;1
608;2.428.929.401;4.246.169.071;175.485.862;7.736.030.089;834.906.977;1
679;3.503.845.342;1.067.835.028;2.329.444.634;8.123.379.483;8.009.592.471;0
623;2.528.317.599;5.342.708.545;1.609.837.365;7.667.166.246;8.772.241.311;1
627;1.918.976.351;3.983.169.973;1.522.572.192;7.610.878.344;8.165.926.573;1
750;301.144.489;1.302.471.806;2.453.525.524;7.761.227.645;6.839.814.924;1
835;2.853.709.868;1.216.361.837;1.698.597.492;7.831.504.925;712.861.382;1
1176;2.051.559.246;1.528.981.319;1.683.095.013;785.998.507;8.294.344.779;0
934;3.924.478.001;594.137.974;3.909.261.382;7.722.203.748;8.536.926.773;0
1392;2.612.703.557;1.464.957.598;1.207.449.527;7.726.900.608;8.763.730.641;1
1229;2.242.412.742;7.270.735.882;1.594.943.773;8.381.365.839;8.415.668.908;0
505;3.862.823.986;4.882.399.404;2.703.333.064;8.802.526.873;8.983.150.179;1
442;2.694.786.834;7.294.617.972;1.640.980.184;7.506.717.157;7.441.278.334;1
476;4.020.877.193;6.708.076.897;1.617.738.646;7.699.817.015;7.692.646.341;0
762;4.457.107.952;1.016.417.744;1.872.732.967;7.521.642.507;7.861.700.348;1
633;3.583.813.529;130.005.049;2.066.400.691;7.762.689.643;6.939.600.291;1
728;2.268.978.643;4.769.895.353;1.158.288.887;7.713.676.221;7.248.001.839;0
842;3.201.898.199;7.389.107.091;1.592.235.414;7.392.411.142;7.418.642.128;1
840;4.454.703.495;7.360.697.788;1.140.033.407;8.337.977.952;7.782.385.913;1
787;4.550.209.105;4.145.694.793;150.698.348;7.765.998.948;7.749.070.128;0
1007;3.771.152.795;7.327.709.575;5.272.088.141;770.411.592;7.013.375.257;0
453;3.007.700.046;5.530.251.873;6.194.230.687;7.472.386.675;7.365.549.863;1
1162;2.822.622.014;7.133.174.756;1.783.499.322;7.476.244.519;7.012.330.781;1
945;4.757.571.329;8.730.620.092;1.758.604.444;7.663.842.165;7.363.254.036;0
785;3.709.107.257;5.768.811.053;4.194.821.584;7.676.379.453;9.026.738.188;0
987;2.814.294.369;5.775.406.567;1.319.907.532;8.746.444.768;8.698.273.946;0
475;2.190.595.253;5.788.436.968;2.530.182.391;7.669.335.314;9.223.868.387;1
924;3.966.984.562;8.265.195.537;1.330.280.378;7.579.511.399;8.820.677.227;1
580;2.513.439.593;4.133.629.258;4.002.454.324;7.499.805.729;7.350.837.536;1
720;4.351.282.093;787.990.519;6.175.328.548;7.715.570.778;7.789.539.101;0
1009;391.825.598;5.893.327.092;1.038.322.846;7.643.713.664;7.928.923.924;0
555;273.088.755;5.987.399.566;0.824371251;758.653.778;6.923.327.674;0
326;3.437.109.818;5.990.603.993;3.009.556.513;7.444.970.055;8.200.423.207;1
468;2.625.445.389;4.418.414.607;1.972.966.086;7.370.911.896;8.280.237.956;0
830;2.302.829.569;7.791.464.727;1.579.634.964;774.685.599;7.436.300.366;1
676;3.538.228.013;5.956.472.376;3.225.336.254;7.522.635.187;6.715.322.018;1
1125;1.909.839.657;2.999.859.857;3.642.712.433;7.812.294.067;8.892.110.805;1
366;0.040510041;7.073.204.228;1.770.704.785;7.930.725.645;662.738.482;1
1242;3.885.375.131;6.145.073.964;177.310.589;7.741.968.632;7.582.947.051;1
496;2.901.275.062;4.526.280.857;142.795.887;7.518.562.816;8.197.889.644;1
650;2.997.577.204;5.764.933.376;2.490.282.301;751.432.173;7.234.595.682;1
688;3.491.281.073;5.472.862.134;2.736.850.165;7.894.502.741;7.830.692.138;1
891;2.538.577.668;7.323.520.369;1.967.228.555;7.549.071.205;7.529.610.963;0
538;4.322.346.291;8.600.300.417;0.804265273;8.506.871.355;6.529.031.814;1
641;4.506.067.468;8.973.193.908;4.102.585.507;7.553.621.403;7.793.685.738;1
729;4.248.359.258;6.668.821.239;1.695.893.202;7.505.778.387;8.038.528.884;1
414;3.928.895.846;4.468.992.595;1.740.372.554;7.446.148.927;8.017.177.589;1
1214;4.103.528.689;6.295.781.417;4.384.981.649;780.533.643;8.155.447.487;1
522;2.571.046.542;6.107.686.939;2.682.155.913;7.652.959.874;6.753.940.307;1
753;2.615.203.106;5.977.275.401;1.593.710.606;7.552.290.893;7.436.091.808;1
1188;3.193.229.919;5.985.348.266;1.482.826.603;7.949.192.828;8.098.364.135;0
1003;4.297.735.542;9.941.437.519;1.788.360.986;7.600.401.753;8.439.185.808;1
790;2.121.711.261;6.335.796.078;2.356.901.163;7.727.850.585;7.681.601.477;1
658;4.356.801.419;4.246.735.183;2.950.434.354;783.057.622;7.358.248.687;1
626;4.632.697.599;9.455.323.672;0.458068702;8.620.509.396;7.993.333.144;0
1159;2.773.971.361;5.308.805.626;2.289.546.509;7.505.765.508;8.144.834.735;0
1016;1.982.847.739;340.941.125;3.414.664.579;7.744.456.289;7.727.602.946;0
884;447.634.055;0.552379309;1.646.092.902;8.011.756.228;7.817.679.602;0
628;2.978.557.013;5.827.935.205;1.381.222.459;8.033.482.125;6.581.650.964;0
739;2.296.940.824;700.702.012;3.109.268.615;7.457.464.725;6.528.682.252;1
1076;4.974.323.599;7.301.865.612;5.115.030.337;7.627.623.341;6.795.035.713;1
925;256.988.368;7.655.515.915;2.872.920.487;7.756.820.823;8.530.102.694;0
504;0.060044018;5.258.088.556;2.049.383.588;7.721.227.757;8.253.860.572;1
996;2.721.966.849;5.139.060.717;1.905.298.878;7.527.130.997;7.810.228.417;1
392;3.941.430.493;1.212.821.812;1.941.880.931;762.614.273;8.148.524.642;1
868;4.718.417.646;7.392.882.145;1.521.710.235;7.562.777.327;7.814.053.232;1
841;2.404.774.382;7.428.583.165;1.661.762.172;7.599.882.298;7.541.342.676;0
664;210.395.966;5.798.264.267;2.441.504.337;7.771.752.748;7.566.451.595;0
540;1.824.257.125;70.340.178;4.134.992.217;7.608.351.058;7.591.593.113;1
525;2.581.526.728;3.199.879.449;2.294.576.562;760.178.332;7.488.518.559;0
1302;1.946.854.196;4.365.183.475;5.583.561.657;7.750.544.195;8.055.022.642;0
616;2.181.552.586;383.614.443;1.213.296.693;7.622.294.241;7.014.842.686;0
1087;4.294.720.701;3.272.855.489;2.086.659.702;8.517.823.112;7.542.729.139;0
734;5.447.072.696;6.844.988.465;10.584.072;8.106.318.378;7.013.609.851;1
1058;4.574.759.306;8.466.307.331;2.509.847.674;759.741.495;7.317.673.359;1
885;3.101.107.857;5.636.507.936;285.653.057;7.714.707.518;7.248.657.309;1
595;2.193.474.724;66.870.074;2.363.755.409;7.526.063.428;9.091.322.438;1
1470;6.575.457.446;803.725.913;1.770.325.168;7.953.680.654;8.018.483.892;0
638;1.978.124.846;6.576.255.909;2.280.325.605;7.830.748.079;7.422.235.036;0
974;2.406.434.854;8.351.376.665;2.115.063.175;7.580.758.901;8.239.839.793;0
800;2.948.525.854;512.471.775;2.621.078.507;7.680.170.641;672.205.346;0
819;2.325.768.939;4.472.757.062;1.765.074.354;7.502.933.438;7.755.191.156;0
499;3.004.558.573;7.097.337.102;1.478.411.006;7.590.373.536;7.658.455.769;1
1218;2.667.088.743;4.415.281.189;2.622.454.422;7.656.459.308;7.982.205.932;0
1096;3.104.928.732;8.046.572.583;1.331.391.623;7.629.120.915;8.592.390.051;1
458;2.163.663.141;7.938.088.804;176.782.248;774.388.141;8.803.824.775;1
372;3.902.893.567;4.651.874.108;1.192.439.853;771.915.314;9.265.595.697;1
936;2.769.151.193;7.237.719.469;2.857.593.553;7.586.352.662;7.949.087.484;0
1187;2.722.443.428;5.958.199.617;2.341.126.325;7.755.454.182;8.943.396.011;0
667;2.329.041.633;8.208.658.273;278.800.575;7.436.098.652;8.114.188.606;1
569;5.129.769.352;5.128.463.119;2.450.121.055;7.694.427.516;8.050.301.122;1
975;3.151.469.495;121.278.867;1.241.193.567;8.445.205.285;8.414.724.644;0
520;4.233.657.911;2.376.546.317;2.775.907.168;7.768.039.376;8.578.685.223;1
762;4.317.033.213;5.081.381.733;1.564.083.334;8.385.659.417;7.598.534.797;1
673;5.206.882.919;8.830.489.178;2.864.695.906;8.261.829.708;8.263.794.008;1
977;4.098.962.814;6.885.957.714;1.550.109.645;7.624.063.984;7.013.018.402;0
591;2.988.914.871;5.466.950.075;1.615.132.287;7.544.904.446;7.521.878.558;1
1439;2.263.345.792;6.116.457.593;1.582.601.949;8.063.490.951;7.860.299.184;1
662;3.667.843.406;8.841.687.555;0.470927716;7.635.902.794;7.589.657.059;1
622;2.538.549.057;1.424.322.453;1.942.855.835;782.809.788;7.238.027.948;0
742;2.346.219.071;1.091.891.434;1.680.981.243;7.617.828.337;8.120.820.847;1
1437;5.191.605.846;3.065.888.409;1.950.039.389;7.694.636.902;947.030.257;0
1171;4.270.435.518;5.520.500.184;199.490.066;7.522.507.177;6.934.004.951;0
988;3.908.631.758;449.862.204;1.963.194.641;7.505.641.557;8.007.285.436;1
830;3.380.831.232;4.755.467.422;1.723.184.205;8.663.573.159;7.263.827.601;1
623;2.531.889.436;5.810.421.809;1.896.951.828;7.511.314.102;9.345.170.017;0
911;4.582.996.146;6.370.151.455;2.522.057.361;7.788.911.762;7.958.862.292;1
681;4.680.332.968;632.222.366;2.082.445.367;778.255.229;8.412.497.606;1
381;4.166.454.667;6.622.904.347;253.210.315;7.629.183.718;8.554.487.381;1
922;2.093.580.924;4.137.997.491;2.894.002.229;8.042.538.795;8.248.623.576;0
479;3.763.739.493;6.186.749.943;2.144.535.884;7.830.735.471;7.538.175.611;1
929;425.309.464;7.078.998.105;1.158.807.253;7.586.248.067;7.045.221.818;1
976;2.473.343.044;4.205.820.357;2.661.407.595;7.728.400.416;8.450.624.714;0
884;2.507.971.598;7.841.074.011;3.390.905.841;7.786.123.641;6.960.251.908;0
365;3.468.128.596;9.496.504.584;2.051.122.072;7.654.390.212;7.538.150.221;1
1045;2.749.453.277;6.422.872.779;1.437.082.406;772.045.225;7.087.909.159;0
728;4.030.338.751;7.346.520.246;116.351.552;7.326.242.544;6.469.249.965;1
868;2.271.175.904;3.158.766.077;4.902.659.683;7.579.060.434;8.358.071.005;0
581;435.433.866;353.053.879;1.243.609.994;7.724.777.598;743.297.409;0
647;4.508.660.721;5.878.317.724;4.672.294.501;7.742.443.007;8.576.651.819;1
1405;2.656.383.491;289.637.323;2.344.584.819;7.718.702.169;7.326.861.157;0
1118;2.828.898.336;9.016.960.732;2.368.223.015;7.751.063.924;8.101.731.441;0
547;31.087.781;6.090.266.141;1.575.986.225;7.600.910.049;7.306.089.409;1
545;3.222.519.593;4.560.048.453;3.430.100.629;7.596.845.316;7.295.668.046;1
757;2.707.495.623;5.712.043.694;2.786.443.843;77.538.581;7.736.918.127;0
685;2.788.075.192;5.282.153.199;322.434.102;7.783.927.773;7.260.598.675;1
645;2.433.633.736;8.998.869.655;2.795.267.853;8.692.774.908;810.662.488;0
712;4.174.388.418;4.591.830.946;2.209.968.631;7.905.467.843;8.286.011.078;1
818;2.988.767.026;1.420.692.467;2.400.705.633;7.775.209.009;7.502.572.078;1
536;3.036.256.365;5.564.834.777;5.887.761.123;7.529.810.542;8.189.193.448;1
1037;3.140.753.978;4.480.116.735;1.341.735.319;7.429.086.949;7.238.502.129;0
741;2.302.088.695;6.591.389.552;2.414.691.031;7.782.694.717;8.381.437.503;1
717;4.934.471.366;5.910.941.935;2.474.044.027;7.582.993.307;7.452.300.573;1
1059;1.892.911.617;93.879.153;2.386.384.899;7.710.027.508;7.634.183.497;0
892;3.928.914.746;4.428.650.584;2.913.597.988;8.544.389.275;6.923.956.772;0
681;4.507.434.434;8.621.397.291;2.026.900.396;7.465.551.731;7.490.997.078;1
532;3.055.618.795;108.096.697;4.099.664.178;834.626.583;7.791.985.357;0
687;3.784.511.254;8.435.926.515;11.349.986;7.337.349.414;8.465.906.608;1
852;2.399.296.696;5.423.045.006;2.714.086.526;747.148.213;8.017.966.073;1
589;188.333.613;510.447.219;281.354.866;7.719.893.684;8.580.408.342;0
1087;3.458.833.025;1.105.046.504;1.298.160.489;7.388.789.635;7.307.453.989;0
